269392602;41.05039;-8.566252;-0.1495093;0.7164645
269392603;41.04892;-8.566075;-0.1495062;0.7164387
269392604;41.04856;-8.56598;-0.1495046;0.7164326
269392606;41.04751;-8.565486;-0.1494959;0.7164142
269392610;41.04557;-8.564518;-0.149479;0.7163804
269394525;41.04121;-8.562288;-0.1494401;0.7163042
269395088;41.0417;-8.562585;-0.1494453;0.7163128
1155452484;41.04451;-8.570015;-0.149575;0.7163618
1155452988;41.04438;-8.569768;-0.1495707;0.7163595
1155452991;41.04469;-8.568761;-0.1495531;0.716365
1155452994;41.04554;-8.566648;-0.1495162;0.7163798
1155452998;41.04576;-8.566336;-0.1495108;0.7163836
1155453003;41.04621;-8.565821;-0.1495018;0.7163915
1155453008;41.0463;-8.565628;-0.1494984;0.7163931
1155453012;41.0464;-8.565353;-0.1494936;0.7163948
1329676393;41.05015;-8.562293;-0.1494402;0.7164603
1329676433;41.05019;-8.566226;-0.1495088;0.7164609
1329676450;41.04226;-8.569426;-0.1495647;0.7163226
1329676510;41.04572;-8.564335;-0.1494758;0.7163829
1329676824;41.05134;-8.562778;-0.1494487;0.7164811
1329676842;41.0442;-8.56997;-0.1495742;0.7163564
1329677055;41.0439;-8.569907;-0.1495731;0.7163511
1329677062;41.04076;-8.561831;-0.1494322;0.7162964
1329677064;41.04398;-8.564939;-0.1494864;0.7163526
1329677065;41.04652;-8.564524;-0.1494791;0.7163969
1329677201;41.04424;-8.570117;-0.1495768;0.7163571
1329677212;41.04102;-8.569188;-0.1495605;0.7163008
1329677249;41.04451;-8.569987;-0.1495745;0.7163618
1329677257;41.04186;-8.564689;-0.149482;0.7163156
1329677262;41.04736;-8.56304;-0.1494532;0.7164117
1329677264;41.04557;-8.566342;-0.1495109;0.7163804
1329677321;41.04441;-8.570168;-0.1495777;0.7163601
1329677322;41.04245;-8.564883;-0.1494854;0.7163259
1329677446;41.04527;-8.566166;-0.1495078;0.716375
1329677457;41.04115;-8.569269;-0.149562;0.7163032
1329677459;41.04472;-8.564249;-0.1494743;0.7163655
1329677772;41.04657;-8.564384;-0.1494767;0.7163977
1329677972;41.04427;-8.569802;-0.1495713;0.7163576
1329677977;41.04098;-8.56441;-0.1494772;0.7163002
1329677985;41.04443;-8.569797;-0.1495712;0.7163605
1329677987;41.04227;-8.566031;-0.1495054;0.7163227
1329677992;41.04456;-8.564717;-0.1494825;0.7163627
1329677994;41.04893;-8.561893;-0.1494332;0.716439
1329678066;41.04541;-8.564426;-0.1494774;0.7163775
1329678108;41.04094;-8.568866;-0.1495549;0.7162995
1329678186;41.04322;-8.565032;-0.149488;0.7163393
1329678191;41.05089;-8.562531;-0.1494444;0.7164732
1329678196;41.04566;-8.566472;-0.1495131;0.716382
1329678436;41.04269;-8.569495;-0.1495659;0.71633
1329678461;41.05181;-8.562761;-0.1494484;0.7164893
1329678496;41.05161;-8.562796;-0.149449;0.7164858
1329678638;41.04358;-8.56606;-0.149506;0.7163457
1329678650;41.04407;-8.569978;-0.1495743;0.7163541
1329678698;41.04667;-8.564217;-0.1494738;0.7163996
1329678731;41.04502;-8.56424;-0.1494742;0.7163707
1329678802;41.04429;-8.570166;-0.1495776;0.7163579
1329678859;41.04451;-8.569933;-0.1495735;0.7163618
1329678978;41.04764;-8.562691;-0.1494471;0.7164164
1329679004;41.04542;-8.566235;-0.149509;0.7163777
1329679200;41.04445;-8.570133;-0.149577;0.7163609
1329679229;41.04925;-8.561913;-0.1494336;0.7164446
1329679235;41.04483;-8.566074;-0.1495062;0.7163675
1329679245;41.04163;-8.569333;-0.1495631;0.7163116
1329679247;41.05079;-8.566296;-0.1495101;0.7164714
1329679324;41.04648;-8.564324;-0.1494757;0.7163963
1329679334;41.04448;-8.570095;-0.1495764;0.7163613
1329679343;41.04421;-8.569879;-0.1495726;0.7163566
1329679367;41.04098;-8.564829;-0.1494845;0.7163002
1329679400;41.04332;-8.569682;-0.1495692;0.7163411
1329679408;41.04095;-8.566032;-0.1495055;0.7162997
1329679450;41.04427;-8.564877;-0.1494853;0.7163576
1329680941;41.0442;-8.570051;-0.1495756;0.7163565
1329680955;41.04096;-8.569057;-0.1495583;0.7162998
1329681261;41.04287;-8.564997;-0.1494874;0.7163333
1329681509;41.05118;-8.562708;-0.1494474;0.7164783
1329681545;41.04563;-8.566421;-0.1495122;0.7163814
1329681649;41.04497;-8.564278;-0.1494748;0.7163699
1329681829;41.04236;-8.562914;-0.149451;0.7163243
1329682212;41.04364;-8.569807;-0.1495713;0.7163467
1329682354;41.04461;-8.564034;-0.1494706;0.7163636
1329683533;41.047;-8.563637;-0.1494637;0.7164054
1329683677;41.04432;-8.569769;-0.1495707;0.7163586
1329683698;41.04435;-8.570183;-0.1495779;0.7163591
1329684204;41.04448;-8.569848;-0.1495721;0.7163613
1329684239;41.04469;-8.564582;-0.1494801;0.7163649
1329684489;41.04848;-8.56209;-0.1494367;0.7164311
1329684644;41.04093;-8.568413;-0.149547;0.7162994
1330224488;41.04086;-8.561964;-0.1494345;0.716298
1722755107;41.04655;-8.564846;-0.1494848;0.7163974
1722755121;41.04576;-8.564651;-0.1494814;0.7163836
1722755129;41.04655;-8.565125;-0.1494896;0.7163975
1722755138;41.04658;-8.564892;-0.1494856;0.716398
1722755144;41.04659;-8.565078;-0.1494888;0.7163981
1722755148;41.04716;-8.565254;-0.1494919;0.7164082
1722755150;41.04637;-8.5649;-0.1494857;0.7163943
1722755153;41.04641;-8.565132;-0.1494898;0.716395
1722755167;41.04667;-8.564963;-0.1494868;0.7163996
1722755173;41.04651;-8.565153;-0.1494901;0.7163967
1722755175;41.04641;-8.564853;-0.1494849;0.7163949
1722755177;41.04715;-8.565321;-0.1494931;0.7164078
1722755178;41.047;-8.565246;-0.1494917;0.7164053
1722755189;41.04645;-8.564825;-0.1494844;0.7163957
1722755195;41.04622;-8.564818;-0.1494843;0.7163917
1722755197;41.04578;-8.564582;-0.1494801;0.7163839
1722755210;41.04636;-8.565027;-0.1494879;0.7163941
1722755221;41.0466;-8.565017;-0.1494877;0.7163984
1722755222;41.04673;-8.565107;-0.1494893;0.7164005
1722755231;41.0466;-8.564951;-0.1494866;0.7163983
1722755235;41.04638;-8.565087;-0.149489;0.7163944
1722755239;41.0465;-8.564823;-0.1494844;0.7163965
1722755243;41.0468;-8.565136;-0.1494898;0.7164018
1722755244;41.04617;-8.564879;-0.1494853;0.7163908
1725796699;41.04737;-8.565259;-0.149492;0.7164118
1725796700;41.04819;-8.565821;-0.1495018;0.7164261
1725796701;41.04701;-8.565104;-0.1494893;0.7164055
1725796702;41.0469;-8.565101;-0.1494892;0.7164036
1725796703;41.04811;-8.565665;-0.1494991;0.7164248
1725796708;41.04791;-8.565523;-0.1494966;0.7164212
1725796710;41.04773;-8.565432;-0.149495;0.7164181
1725796712;41.04753;-8.565331;-0.1494932;0.7164146
1725796715;41.04723;-8.565189;-0.1494908;0.7164094
1725796718;41.04803;-8.56558;-0.1494976;0.7164233
1725796721;41.04712;-8.56514;-0.1494899;0.7164074
1839222389;41.04472;-8.564659;-0.1494815;0.7163655
1839222390;41.04473;-8.564416;-0.1494773;0.7163658
1839222391;41.04497;-8.564525;-0.1494792;0.7163698
1839222392;41.04502;-8.564394;-0.1494769;0.7163707
1839222393;41.04524;-8.564445;-0.1494778;0.7163746
1839222403;41.04635;-8.564961;-0.1494868;0.716394
1839222405;41.04646;-8.565155;-0.1494902;0.7163959
1839222449;41.05008;-8.566214;-0.1495086;0.716459
2106444439;41.04445;-8.569535;-0.1495666;0.7163607
2106444440;41.04435;-8.569669;-0.1495689;0.716359
2106444441;41.04446;-8.569716;-0.1495698;0.716361
2106445091;41.04383;-8.567748;-0.1495354;0.7163501
2106445093;41.04383;-8.567389;-0.1495291;0.7163499
2106445095;41.04481;-8.568457;-0.1495478;0.7163671
2107300145;41.04633;-8.564049;-0.1494709;0.7163936
2107300147;41.04649;-8.563392;-0.1494594;0.7163965
2107300149;41.0468;-8.56535;-0.1494935;0.7164019
2107300150;41.04602;-8.563994;-0.1494699;0.7163882
2107300151;41.04686;-8.56601;-0.1495051;0.7164029
2107300152;41.04696;-8.566033;-0.1495055;0.7164046
2107300154;41.04647;-8.563751;-0.1494657;0.716396
2107300156;41.04694;-8.566106;-0.1495067;0.7164043
2107300159;41.04688;-8.565392;-0.1494943;0.7164032
2107300160;41.04721;-8.56535;-0.1494935;0.7164089
2107300162;41.04716;-8.565902;-0.1495032;0.7164081
2107300163;41.0465;-8.565333;-0.1494933;0.7163965
2107300165;41.04694;-8.565213;-0.1494912;0.7164043
2107300166;41.0461;-8.563818;-0.1494668;0.7163895
2107300167;41.0464;-8.563879;-0.1494679;0.7163948
2107300172;41.04595;-8.564169;-0.149473;0.716387
2107300173;41.04626;-8.564216;-0.1494738;0.7163924
2107300174;41.04588;-8.564332;-0.1494758;0.7163858
2107300178;41.04711;-8.565516;-0.1494965;0.7164072
2107300184;41.04669;-8.56532;-0.149493;0.7163998
2107300186;41.04622;-8.564328;-0.1494757;0.7163916
2107300190;41.04702;-8.565467;-0.1494956;0.7164057
2107300192;41.04706;-8.566146;-0.1495074;0.7164063
4776393398;41.04359;-8.567184;-0.1495256;0.7163458
4776393399;41.04349;-8.567184;-0.1495256;0.716344
4776393400;41.04303;-8.567211;-0.149526;0.7163361
4776393401;41.04259;-8.567232;-0.1495264;0.7163284
4776393402;41.04209;-8.567262;-0.1495269;0.7163196
4776393403;41.04179;-8.567272;-0.1495271;0.7163143
4776393404;41.04131;-8.567305;-0.1495277;0.7163059
4776393405;41.04101;-8.567327;-0.1495281;0.7163007
4776393406;41.04094;-8.567327;-0.1495281;0.7162996
4776393407;41.04103;-8.566032;-0.1495055;0.7163012
5380348040;41.05143;-8.566363;-0.1495112;0.7164826
5380348041;41.04664;-8.565105;-0.1494893;0.716399
5380348042;41.04719;-8.565168;-0.1494904;0.7164086
5380348043;41.04654;-8.564762;-0.1494833;0.7163973
5380348044;41.04642;-8.564841;-0.1494847;0.7163953
5380348045;41.04638;-8.565169;-0.1494904;0.7163945
5380348046;41.04604;-8.564723;-0.1494826;0.7163886
5380348047;41.04465;-8.564105;-0.1494718;0.7163642
